Step,Accuracy,Precision,Recall
181300,0.7641,0.8274,0.8030
181400,0.7641,0.8274,0.8030
181500,0.7641,0.8275,0.8031
181600,0.7641,0.8275,0.8031
181700,0.7641,0.8274,0.8031
181800,0.7641,0.8274,0.8030
181900,0.7641,0.8275,0.8030
182000,0.7641,0.8275,0.8030
182100,0.7640,0.8274,0.8029
182200,0.7640,0.8274,0.8029
182300,0.7640,0.8274,0.8029
182400,0.7640,0.8274,0.8029
182500,0.7640,0.8272,0.8028
182600,0.7640,0.8271,0.8028
182700,0.7640,0.8272,0.8028
182800,0.7640,0.8272,0.8029
182900,0.7640,0.8272,0.8029
183000,0.7640,0.8273,0.8026
183100,0.7640,0.8274,0.8027
183200,0.7640,0.8274,0.8028
183300,0.7640,0.8274,0.8027
183400,0.7640,0.8274,0.8027
183500,0.7640,0.8274,0.8026
183600,0.7640,0.8275,0.8027
183700,0.7641,0.8276,0.8026
183800,0.7640,0.8276,0.8026
183900,0.7640,0.8276,0.8025
184000,0.7641,0.8277,0.8026
184100,0.7640,0.8278,0.8026
184200,0.7640,0.8278,0.8027
184300,0.7641,0.8278,0.8026
184400,0.7640,0.8279,0.8026
184500,0.7640,0.8279,0.8026
184600,0.7641,0.8278,0.8025
184700,0.7641,0.8278,0.8026
184800,0.7641,0.8280,0.8027
184900,0.7641,0.8279,0.8026
185000,0.7641,0.8279,0.8025
185100,0.7641,0.8280,0.8026
185200,0.7641,0.8280,0.8025
185300,0.7641,0.8280,0.8026
185400,0.7641,0.8279,0.8026
185500,0.7641,0.8280,0.8024
185600,0.7641,0.8279,0.8023
185700,0.7641,0.8278,0.8023
185800,0.7641,0.8278,0.8023
185900,0.7641,0.8278,0.8023
186000,0.7641,0.8277,0.8024
186100,0.7641,0.8278,0.8025
186200,0.7641,0.8278,0.8025
186300,0.7641,0.8278,0.8026
186400,0.7641,0.8278,0.8025
186500,0.7642,0.8278,0.8025
186600,0.7642,0.8279,0.8025
186700,0.7642,0.8278,0.8024
186800,0.7642,0.8278,0.8023
186900,0.7642,0.8277,0.8024
187000,0.7642,0.8277,0.8025
187100,0.7642,0.8277,0.8026
187200,0.7642,0.8276,0.8027
187300,0.7642,0.8274,0.8027
187400,0.7642,0.8273,0.8027
187500,0.7642,0.8274,0.8028
187600,0.7642,0.8274,0.8027
187700,0.7642,0.8273,0.8028
187800,0.7642,0.8273,0.8028
187900,0.7643,0.8274,0.8028
188000,0.7642,0.8273,0.8027
188100,0.7642,0.8273,0.8027
188200,0.7642,0.8274,0.8027
188300,0.7643,0.8275,0.8027
188400,0.7642,0.8274,0.8028
188500,0.7643,0.8274,0.8029
188600,0.7642,0.8274,0.8028
188700,0.7642,0.8275,0.8028
188800,0.7642,0.8273,0.8028
188900,0.7642,0.8273,0.8027
189000,0.7642,0.8274,0.8027
189100,0.7642,0.8275,0.8026
189200,0.7642,0.8275,0.8025
189300,0.7642,0.8274,0.8025
189400,0.7642,0.8274,0.8025
189500,0.7642,0.8274,0.8025
189600,0.7643,0.8274,0.8025
189700,0.7642,0.8275,0.8024
189800,0.7643,0.8275,0.8024
189900,0.7643,0.8276,0.8025
190000,0.7642,0.8275,0.8025
190100,0.7642,0.8275,0.8026
190200,0.7643,0.8275,0.8026
190300,0.7642,0.8275,0.8026
190400,0.7642,0.8274,0.8025
190500,0.7642,0.8275,0.8025
190600,0.7643,0.8275,0.8025
190700,0.7643,0.8275,0.8025
190800,0.7643,0.8274,0.8024
190900,0.7643,0.8274,0.8024
191000,0.7643,0.8274,0.8023
191100,0.7642,0.8274,0.8024
191200,0.7642,0.8274,0.8024
191300,0.7642,0.8275,0.8024
191400,0.7642,0.8274,0.8024
191500,0.7643,0.8275,0.8024
191600,0.7642,0.8275,0.8025
191700,0.7643,0.8275,0.8026
191800,0.7643,0.8275,0.8025
191900,0.7642,0.8275,0.8024
192000,0.7642,0.8273,0.8024
192100,0.7643,0.8274,0.8025
192200,0.7643,0.8274,0.8023
192300,0.7642,0.8272,0.8022
192400,0.7643,0.8273,0.8023
192500,0.7643,0.8273,0.8023
192600,0.7643,0.8273,0.8023
192700,0.7643,0.8273,0.8023
192800,0.7643,0.8273,0.8024
192900,0.7643,0.8273,0.8024
193000,0.7643,0.8274,0.8025
193100,0.7643,0.8274,0.8025
193200,0.7643,0.8274,0.8025
193300,0.7643,0.8274,0.8024
193400,0.7643,0.8274,0.8025
193500,0.7643,0.8274,0.8025
193600,0.7643,0.8274,0.8025
193700,0.7643,0.8274,0.8026
193800,0.7643,0.8275,0.8027
193900,0.7643,0.8276,0.8027
194000,0.7643,0.8274,0.8028
194100,0.7643,0.8274,0.8027
194200,0.7643,0.8273,0.8028
194300,0.7643,0.8273,0.8029
194400,0.7643,0.8273,0.8028
194500,0.7644,0.8273,0.8028
194600,0.7644,0.8273,0.8028
194700,0.7644,0.8274,0.8026
194800,0.7644,0.8274,0.8026
194900,0.7644,0.8275,0.8026
195000,0.7643,0.8274,0.8026
195100,0.7643,0.8275,0.8026
195200,0.7643,0.8275,0.8026
195300,0.7643,0.8275,0.8026
195400,0.7643,0.8274,0.8026
195500,0.7643,0.8273,0.8026
195600,0.7643,0.8274,0.8027
195700,0.7643,0.8275,0.8028
195800,0.7643,0.8274,0.8028
195900,0.7643,0.8274,0.8029
196000,0.7643,0.8274,0.8029
196100,0.7643,0.8274,0.8028
196200,0.7643,0.8275,0.8028
196300,0.7643,0.8274,0.8027
196400,0.7643,0.8274,0.8028
196500,0.7643,0.8274,0.8029
196600,0.7643,0.8274,0.8028
196700,0.7643,0.8275,0.8027
196800,0.7643,0.8274,0.8027
196900,0.7643,0.8274,0.8028
197000,0.7643,0.8275,0.8028
197100,0.7644,0.8275,0.8028
197200,0.7643,0.8275,0.8028
197300,0.7643,0.8275,0.8029
197400,0.7643,0.8276,0.8030
197500,0.7643,0.8275,0.8030
197600,0.7643,0.8276,0.8030
197700,0.7643,0.8275,0.8030
197800,0.7642,0.8274,0.8030
197900,0.7642,0.8274,0.8029
198000,0.7642,0.8275,0.8029
198100,0.7643,0.8275,0.8029
198200,0.7643,0.8276,0.8029
198300,0.7643,0.8274,0.8028
198400,0.7643,0.8274,0.8029
198500,0.7643,0.8275,0.8029
198600,0.7643,0.8276,0.8030
198700,0.7643,0.8277,0.8030
198800,0.7643,0.8276,0.8030
198900,0.7643,0.8276,0.8030
199000,0.7643,0.8276,0.8030
199100,0.7643,0.8276,0.8031
199200,0.7643,0.8277,0.8031
199300,0.7643,0.8277,0.8030
199400,0.7643,0.8278,0.8031
199500,0.7643,0.8278,0.8031
199600,0.7643,0.8278,0.8031
199700,0.7643,0.8278,0.8030
199800,0.7643,0.8279,0.8031
199900,0.7643,0.8278,0.8031
200000,0.7643,0.8278,0.8031
200100,0.7643,0.8278,0.8031
200200,0.7643,0.8279,0.8032
200300,0.7642,0.8279,0.8032
200400,0.7643,0.8278,0.8032
200500,0.7643,0.8280,0.8033
200600,0.7642,0.8280,0.8032
200700,0.7642,0.8280,0.8033
200800,0.7642,0.8280,0.8033
200900,0.7642,0.8281,0.8033
201000,0.7642,0.8279,0.8032
201100,0.7642,0.8279,0.8033
201200,0.7642,0.8280,0.8034
201300,0.7642,0.8280,0.8034
201400,0.7642,0.8281,0.8035
201500,0.7642,0.8280,0.8035
201600,0.7642,0.8280,0.8035
201700,0.7642,0.8279,0.8035
201800,0.7642,0.8278,0.8036
201900,0.7642,0.8277,0.8035
202000,0.7642,0.8277,0.8036
202100,0.7642,0.8278,0.8036
202200,0.7642,0.8278,0.8036
202300,0.7642,0.8279,0.8036
202400,0.7642,0.8279,0.8036
202500,0.7642,0.8279,0.8036
202600,0.7641,0.8279,0.8036
202700,0.7642,0.8277,0.8036
202800,0.7642,0.8276,0.8036
202900,0.7642,0.8276,0.8036
203000,0.7642,0.8275,0.8035
203100,0.7642,0.8276,0.8034
203200,0.7642,0.8277,0.8035
203300,0.7642,0.8276,0.8035
203400,0.7641,0.8275,0.8034
203500,0.7642,0.8275,0.8034
203600,0.7641,0.8275,0.8035
203700,0.7641,0.8275,0.8034
203800,0.7641,0.8275,0.8034
203900,0.7642,0.8275,0.8034
204000,0.7642,0.8275,0.8034
204100,0.7642,0.8276,0.8034
204200,0.7642,0.8275,0.8033
204300,0.7642,0.8276,0.8033
204400,0.7642,0.8276,0.8033
204500,0.7642,0.8275,0.8033
204600,0.7642,0.8276,0.8034
204700,0.7642,0.8275,0.8033
204800,0.7642,0.8275,0.8033
204900,0.7642,0.8275,0.8033
205000,0.7642,0.8275,0.8032
205100,0.7642,0.8276,0.8033
205200,0.7642,0.8276,0.8033
205300,0.7642,0.8277,0.8033
205400,0.7642,0.8277,0.8034
205500,0.7642,0.8277,0.8035
205600,0.7642,0.8277,0.8034
205700,0.7642,0.8278,0.8035
205800,0.7642,0.8277,0.8035
205900,0.7642,0.8277,0.8036
206000,0.7642,0.8277,0.8035
206100,0.7642,0.8277,0.8035
206200,0.7642,0.8277,0.8035
206300,0.7643,0.8277,0.8035
206400,0.7643,0.8277,0.8035
206500,0.7642,0.8277,0.8034
206600,0.7642,0.8277,0.8034
206700,0.7642,0.8277,0.8034
206800,0.7642,0.8277,0.8034
206900,0.7642,0.8278,0.8033
207000,0.7642,0.8278,0.8034
207100,0.7643,0.8278,0.8033
207200,0.7642,0.8279,0.8035
207300,0.7643,0.8279,0.8035
207400,0.7643,0.8280,0.8035
207500,0.7643,0.8279,0.8035
207600,0.7643,0.8280,0.8035
207700,0.7643,0.8279,0.8035
207800,0.7643,0.8279,0.8034
207900,0.7643,0.8279,0.8034
208000,0.7643,0.8279,0.8033
208100,0.7643,0.8280,0.8032
208200,0.7643,0.8280,0.8031
208300,0.7643,0.8280,0.8032
208400,0.7643,0.8279,0.8032
208500,0.7643,0.8279,0.8032
208600,0.7642,0.8278,0.8031
208700,0.7642,0.8279,0.8031
208800,0.7642,0.8279,0.8031
208900,0.7642,0.8279,0.8031
209000,0.7643,0.8280,0.8030
209100,0.7643,0.8278,0.8030
209200,0.7643,0.8279,0.8030
209300,0.7643,0.8278,0.8029
209400,0.7643,0.8278,0.8029
209500,0.7643,0.8278,0.8030
209600,0.7643,0.8277,0.8030
209700,0.7643,0.8278,0.8029
209800,0.7643,0.8278,0.8030
209900,0.7643,0.8277,0.8029
210000,0.7643,0.8277,0.8029
210100,0.7643,0.8277,0.8029
210200,0.7643,0.8277,0.8029
210300,0.7643,0.8277,0.8029
210400,0.7643,0.8277,0.8029
210500,0.7643,0.8277,0.8028
210600,0.7643,0.8277,0.8029
210700,0.7643,0.8277,0.8028
210800,0.7643,0.8278,0.8028
210900,0.7643,0.8278,0.8028
211000,0.7643,0.8278,0.8028
211100,0.7643,0.8279,0.8028
211200,0.7644,0.8280,0.8029
211300,0.7644,0.8279,0.8029
211400,0.7644,0.8280,0.8029
211500,0.7644,0.8280,0.8030
211600,0.7644,0.8280,0.8030
211700,0.7644,0.8280,0.8030
211800,0.7644,0.8280,0.8030
211900,0.7644,0.8281,0.8031
212000,0.7644,0.8280,0.8031
212100,0.7644,0.8280,0.8031
212200,0.7644,0.8278,0.8031
212300,0.7644,0.8279,0.8029
212400,0.7644,0.8279,0.8029
212500,0.7644,0.8280,0.8029
212600,0.7644,0.8280,0.8030
212700,0.7644,0.8280,0.8029
212800,0.7644,0.8280,0.8028
212900,0.7644,0.8280,0.8028
213000,0.7644,0.8280,0.8028
213100,0.7644,0.8281,0.8028
213200,0.7644,0.8281,0.8028
213300,0.7643,0.8282,0.8028
213400,0.7644,0.8282,0.8028
213500,0.7644,0.8281,0.8028
213600,0.7644,0.8282,0.8029
213700,0.7644,0.8283,0.8029
213800,0.7644,0.8283,0.8029
213900,0.7644,0.8284,0.8029
214000,0.7644,0.8284,0.8030
214100,0.7644,0.8285,0.8029
214200,0.7644,0.8285,0.8029
214300,0.7644,0.8285,0.8029
214400,0.7644,0.8285,0.8029
214500,0.7643,0.8286,0.8029
214600,0.7644,0.8287,0.8030
214700,0.7643,0.8286,0.8029
214800,0.7643,0.8286,0.8030
214900,0.7643,0.8286,0.8029
215000,0.7643,0.8287,0.8030
215100,0.7643,0.8288,0.8030
215200,0.7643,0.8287,0.8030
215300,0.7643,0.8286,0.8030
215400,0.7643,0.8285,0.8030
215500,0.7643,0.8285,0.8030
215600,0.7643,0.8285,0.8030
215700,0.7643,0.8285,0.8029
215800,0.7643,0.8286,0.8029
215900,0.7644,0.8287,0.8030
216000,0.7643,0.8287,0.8030
216100,0.7643,0.8287,0.8028
216200,0.7643,0.8287,0.8028
216300,0.7643,0.8286,0.8028
216400,0.7643,0.8285,0.8029
216500,0.7644,0.8286,0.8029
216600,0.7644,0.8286,0.8029
216700,0.7644,0.8286,0.8028
216800,0.7644,0.8286,0.8029
216900,0.7644,0.8287,0.8030
217000,0.7644,0.8287,0.8030
217100,0.7644,0.8288,0.8031
217200,0.7644,0.8289,0.8031
217300,0.7644,0.8289,0.8031
217400,0.7644,0.8289,0.8030
217500,0.7644,0.8289,0.8031
217600,0.7644,0.8289,0.8031
217700,0.7644,0.8289,0.8030
217800,0.7644,0.8289,0.8029
217900,0.7644,0.8289,0.8030
218000,0.7644,0.8289,0.8030
218100,0.7644,0.8289,0.8030
218200,0.7644,0.8289,0.8030
218300,0.7644,0.8288,0.8030
218400,0.7644,0.8288,0.8030
218500,0.7644,0.8289,0.8031
218600,0.7645,0.8289,0.8032
218700,0.7645,0.8290,0.8032
218800,0.7644,0.8289,0.8031
218900,0.7644,0.8289,0.8031
219000,0.7645,0.8289,0.8030
219100,0.7645,0.8289,0.8030
219200,0.7645,0.8289,0.8031
219300,0.7646,0.8289,0.8031
219400,0.7645,0.8289,0.8031
219500,0.7645,0.8289,0.8031
219600,0.7645,0.8289,0.8032
219700,0.7645,0.8290,0.8031
219800,0.7645,0.8290,0.8032
219900,0.7645,0.8289,0.8032
220000,0.7645,0.8290,0.8033
220100,0.7645,0.8290,0.8032
220200,0.7645,0.8290,0.8031
220300,0.7645,0.8290,0.8031
220400,0.7645,0.8290,0.8031
220500,0.7645,0.8291,0.8030
220600,0.7645,0.8292,0.8031
220700,0.7645,0.8292,0.8031
220800,0.7645,0.8292,0.8030
220900,0.7645,0.8292,0.8030
221000,0.7645,0.8292,0.8029
221100,0.7645,0.8292,0.8029
221200,0.7645,0.8292,0.8028
221300,0.7645,0.8293,0.8029
221400,0.7645,0.8292,0.8029
221500,0.7646,0.8292,0.8030
221600,0.7646,0.8292,0.8029
221700,0.7646,0.8293,0.8029
221800,0.7645,0.8293,0.8029
221900,0.7646,0.8294,0.8030
222000,0.7646,0.8295,0.8030
222100,0.7646,0.8295,0.8030
222200,0.7646,0.8295,0.8032
222300,0.7646,0.8295,0.8032
222400,0.7646,0.8294,0.8031
222500,0.7646,0.8293,0.8031
222600,0.7646,0.8293,0.8031
222700,0.7646,0.8294,0.8031
222800,0.7647,0.8294,0.8030
222900,0.7647,0.8293,0.8030
223000,0.7647,0.8292,0.8030
223100,0.7647,0.8293,0.8030
223200,0.7647,0.8294,0.8031
223300,0.7647,0.8294,0.8031
223400,0.7647,0.8295,0.8032
223500,0.7647,0.8296,0.8032
223600,0.7647,0.8295,0.8032
223700,0.7647,0.8295,0.8032
223800,0.7647,0.8296,0.8032
223900,0.7647,0.8296,0.8032
224000,0.7647,0.8296,0.8032
224100,0.7647,0.8296,0.8032
224200,0.7647,0.8297,0.8033
224300,0.7647,0.8297,0.8033
224400,0.7647,0.8296,0.8033
224500,0.7647,0.8297,0.8033
224600,0.7647,0.8298,0.8034
224700,0.7647,0.8298,0.8034
224800,0.7647,0.8299,0.8034
224900,0.7647,0.8298,0.8033
225000,0.7647,0.8299,0.8034
225100,0.7647,0.8299,0.8034
225200,0.7647,0.8299,0.8035
225300,0.7647,0.8300,0.8035
225400,0.7647,0.8300,0.8035
225500,0.7647,0.8300,0.8035
225600,0.7647,0.8300,0.8036
225700,0.7648,0.8300,0.8037
225800,0.7648,0.8300,0.8037
225900,0.7648,0.8301,0.8037
226000,0.7647,0.8301,0.8037
226100,0.7647,0.8301,0.8038
226200,0.7647,0.8302,0.8039
226300,0.7648,0.8302,0.8039
226400,0.7648,0.8302,0.8039
226500,0.7647,0.8303,0.8040
226600,0.7647,0.8303,0.8041
226700,0.7647,0.8302,0.8041
226800,0.7647,0.8303,0.8041
226900,0.7647,0.8303,0.8040
227000,0.7647,0.8303,0.8040
227100,0.7647,0.8304,0.8041
227200,0.7647,0.8305,0.8041
227300,0.7647,0.8305,0.8041
227400,0.7647,0.8305,0.8041
227500,0.7647,0.8306,0.8040
227600,0.7648,0.8306,0.8041
227700,0.7648,0.8307,0.8041
227800,0.7648,0.8306,0.8042
227900,0.7648,0.8307,0.8042
228000,0.7648,0.8307,0.8043
228100,0.7648,0.8308,0.8043
228200,0.7648,0.8308,0.8042
228300,0.7648,0.8308,0.8043
228400,0.7648,0.8308,0.8043
228500,0.7648,0.8308,0.8042
228600,0.7648,0.8307,0.8042
228700,0.7648,0.8307,0.8042
228800,0.7648,0.8307,0.8043
228900,0.7648,0.8306,0.8043
229000,0.7648,0.8305,0.8043
229100,0.7648,0.8306,0.8043
229200,0.7648,0.8306,0.8044
229300,0.7648,0.8306,0.8044
229400,0.7648,0.8307,0.8043
229500,0.7648,0.8305,0.8043
229600,0.7648,0.8305,0.8043
229700,0.7648,0.8305,0.8043
229800,0.7648,0.8305,0.8043
229900,0.7648,0.8305,0.8042
230000,0.7649,0.8304,0.8043
230100,0.7648,0.8303,0.8044
230200,0.7648,0.8304,0.8045
230300,0.7649,0.8304,0.8045
230400,0.7649,0.8304,0.8046
230500,0.7649,0.8303,0.8047
230600,0.7648,0.8303,0.8046
230700,0.7648,0.8303,0.8046
230800,0.7648,0.8303,0.8046
230900,0.7648,0.8303,0.8046
231000,0.7648,0.8303,0.8046
231100,0.7648,0.8303,0.8046
231200,0.7648,0.8303,0.8046
231300,0.7648,0.8303,0.8046
231400,0.7648,0.8304,0.8046
231500,0.7648,0.8304,0.8046
231600,0.7648,0.8303,0.8046
231700,0.7648,0.8302,0.8046
231800,0.7648,0.8302,0.8045
231900,0.7648,0.8303,0.8046
232000,0.7648,0.8303,0.8045
232100,0.7648,0.8302,0.8044
232200,0.7647,0.8302,0.8044
232300,0.7647,0.8301,0.8044
232400,0.7648,0.8301,0.8044
232500,0.7648,0.8301,0.8043
232600,0.7648,0.8301,0.8044
232700,0.7648,0.8301,0.8043
232800,0.7648,0.8301,0.8042
232900,0.7648,0.8301,0.8043
233000,0.7647,0.8301,0.8042
233100,0.7647,0.8300,0.8042
233200,0.7647,0.8300,0.8042
233300,0.7647,0.8300,0.8042
233400,0.7647,0.8300,0.8042
233500,0.7647,0.8300,0.8042
233600,0.7647,0.8299,0.8042
233700,0.7647,0.8300,0.8043
233800,0.7647,0.8300,0.8043
233900,0.7647,0.8300,0.8043
234000,0.7647,0.8300,0.8042
234100,0.7647,0.8300,0.8043
234200,0.7647,0.8299,0.8042
234300,0.7647,0.8300,0.8042
234400,0.7647,0.8299,0.8042
234500,0.7647,0.8299,0.8042
234600,0.7647,0.8299,0.8043
234700,0.7647,0.8299,0.8044
234800,0.7648,0.8299,0.8043
234900,0.7647,0.8299,0.8043
235000,0.7648,0.8299,0.8043
235100,0.7648,0.8299,0.8044
235200,0.7647,0.8299,0.8045
235300,0.7647,0.8299,0.8045
235400,0.7647,0.8300,0.8044
235500,0.7647,0.8300,0.8043
235600,0.7647,0.8300,0.8043
235700,0.7647,0.8300,0.8044
235800,0.7647,0.8300,0.8043
235900,0.7647,0.8301,0.8043
236000,0.7647,0.8301,0.8043
236100,0.7647,0.8300,0.8043
236200,0.7647,0.8301,0.8043
236300,0.7647,0.8301,0.8043
236400,0.7648,0.8302,0.8044
236500,0.7648,0.8303,0.8044
236600,0.7648,0.8303,0.8044
236700,0.7648,0.8303,0.8044
236800,0.7648,0.8303,0.8044
236900,0.7648,0.8303,0.8043
237000,0.7648,0.8303,0.8043
237100,0.7648,0.8303,0.8042
237200,0.7648,0.8304,0.8043
237300,0.7648,0.8304,0.8043
237400,0.7648,0.8305,0.8044
237500,0.7648,0.8304,0.8044
237600,0.7648,0.8304,0.8044
237700,0.7648,0.8304,0.8043
237800,0.7648,0.8305,0.8043
237900,0.7648,0.8305,0.8043
238000,0.7648,0.8304,0.8043
238100,0.7648,0.8303,0.8043
238200,0.7648,0.8304,0.8041
238300,0.7648,0.8304,0.8042
238400,0.7648,0.8305,0.8042
238500,0.7648,0.8305,0.8041
238600,0.7648,0.8305,0.8042
238700,0.7648,0.8305,0.8042
238800,0.7648,0.8304,0.8041
238900,0.7648,0.8305,0.8042
239000,0.7648,0.8305,0.8042
239100,0.7648,0.8305,0.8042
239200,0.7648,0.8305,0.8043
239300,0.7648,0.8305,0.8043
239400,0.7648,0.8305,0.8043
239500,0.7648,0.8305,0.8043
239600,0.7648,0.8305,0.8042
239700,0.7648,0.8305,0.8041
239800,0.7648,0.8306,0.8041
239900,0.7648,0.8305,0.8041
240000,0.7648,0.8305,0.8040
240100,0.7648,0.8306,0.8040
240200,0.7648,0.8307,0.8040
240300,0.7648,0.8308,0.8039
240400,0.7648,0.8307,0.8039
240500,0.7648,0.8307,0.8039
240600,0.7648,0.8309,0.8040
240700,0.7648,0.8308,0.8039
240800,0.7648,0.8307,0.8039
240900,0.7648,0.8306,0.8040
241000,0.7648,0.8306,0.8040
241100,0.7648,0.8306,0.8040
241200,0.7648,0.8307,0.8039
241300,0.7648,0.8307,0.8039
241400,0.7648,0.8307,0.8038
241500,0.7648,0.8306,0.8039
241600,0.7648,0.8306,0.8038
241700,0.7647,0.8305,0.8039
241800,0.7647,0.8306,0.8040
241900,0.7648,0.8306,0.8040
242000,0.7647,0.8305,0.8039
242100,0.7647,0.8305,0.8039
242200,0.7647,0.8305,0.8038
242300,0.7647,0.8306,0.8039
242400,0.7648,0.8306,0.8040
242500,0.7647,0.8306,0.8039
242600,0.7647,0.8306,0.8038
242700,0.7648,0.8305,0.8039
242800,0.7647,0.8304,0.8039
242900,0.7647,0.8305,0.8040
243000,0.7647,0.8304,0.8040
243100,0.7647,0.8305,0.8040
243200,0.7647,0.8305,0.8040
243300,0.7647,0.8304,0.8039
243400,0.7647,0.8304,0.8040
243500,0.7647,0.8303,0.8039
243600,0.7647,0.8304,0.8040
243700,0.7647,0.8303,0.8039
243800,0.7647,0.8304,0.8040
243900,0.7646,0.8304,0.8040
244000,0.7647,0.8304,0.8040
244100,0.7646,0.8304,0.8039
244200,0.7646,0.8304,0.8039
244300,0.7646,0.8304,0.8038
244400,0.7646,0.8304,0.8039
244500,0.7647,0.8304,0.8040
244600,0.7646,0.8303,0.8040
244700,0.7646,0.8303,0.8040
244800,0.7647,0.8304,0.8041
244900,0.7647,0.8303,0.8041
245000,0.7647,0.8304,0.8039
245100,0.7647,0.8303,0.8039
245200,0.7647,0.8303,0.8039
245300,0.7647,0.8304,0.8039
245400,0.7647,0.8304,0.8039
245500,0.7647,0.8304,0.8040
245600,0.7647,0.8304,0.8039
245700,0.7647,0.8305,0.8038
245800,0.7647,0.8305,0.8039
245900,0.7647,0.8305,0.8039
246000,0.7647,0.8306,0.8039
246100,0.7647,0.8305,0.8040
246200,0.7646,0.8305,0.8039
246300,0.7646,0.8305,0.8040
246400,0.7646,0.8305,0.8040
246500,0.7646,0.8305,0.8040
246600,0.7647,0.8306,0.8040
246700,0.7647,0.8306,0.8039
246800,0.7647,0.8306,0.8040
246900,0.7647,0.8305,0.8039
247000,0.7646,0.8305,0.8039
247100,0.7647,0.8305,0.8040
247200,0.7646,0.8305,0.8040
247300,0.7647,0.8305,0.8040
247400,0.7647,0.8305,0.8040
247500,0.7647,0.8305,0.8040
247600,0.7647,0.8306,0.8041
247700,0.7647,0.8306,0.8042
247800,0.7647,0.8306,0.8042
247900,0.7646,0.8305,0.8041
248000,0.7647,0.8305,0.8040
248100,0.7647,0.8305,0.8040
248200,0.7647,0.8305,0.8040
248300,0.7647,0.8305,0.8040
248400,0.7647,0.8304,0.8040
248500,0.7647,0.8304,0.8040
248600,0.7647,0.8304,0.8039
248700,0.7647,0.8304,0.8039
248800,0.7647,0.8304,0.8039
248900,0.7648,0.8304,0.8039
249000,0.7648,0.8304,0.8040
249100,0.7648,0.8305,0.8039
249200,0.7648,0.8305,0.8039
249300,0.7648,0.8304,0.8038
249400,0.7648,0.8303,0.8038
249500,0.7648,0.8304,0.8038
249600,0.7648,0.8304,0.8039
249700,0.7648,0.8304,0.8039
249800,0.7648,0.8305,0.8039
249900,0.7648,0.8305,0.8040
250000,0.7648,0.8305,0.8040
250100,0.7648,0.8305,0.8041
250200,0.7648,0.8305,0.8041
250300,0.7648,0.8305,0.8041
250400,0.7648,0.8305,0.8041
250500,0.7648,0.8305,0.8041
250600,0.7648,0.8305,0.8041
250700,0.7648,0.8305,0.8041
250800,0.7648,0.8305,0.8041
250900,0.7648,0.8304,0.8041
251000,0.7648,0.8304,0.8041
251100,0.7648,0.8304,0.8041
251200,0.7648,0.8304,0.8040
251300,0.7648,0.8305,0.8041
251400,0.7648,0.8304,0.8041
251500,0.7648,0.8304,0.8039
251600,0.7648,0.8304,0.8038
251700,0.7648,0.8305,0.8038
251800,0.7648,0.8304,0.8037
251900,0.7648,0.8304,0.8037
252000,0.7648,0.8304,0.8037
252100,0.7648,0.8304,0.8035
252200,0.7648,0.8304,0.8035
252300,0.7648,0.8305,0.8035
252400,0.7648,0.8305,0.8034
252500,0.7648,0.8304,0.8035
252600,0.7648,0.8305,0.8033
252700,0.7648,0.8305,0.8034
252800,0.7648,0.8306,0.8034
252900,0.7648,0.8306,0.8034
253000,0.7648,0.8305,0.8034
253100,0.7648,0.8304,0.8033
253200,0.7648,0.8304,0.8033
253300,0.7648,0.8305,0.8033
253400,0.7648,0.8304,0.8033
253500,0.7648,0.8304,0.8034
253600,0.7648,0.8305,0.8034
253700,0.7648,0.8305,0.8034
253800,0.7647,0.8305,0.8034
253900,0.7647,0.8306,0.8033
254000,0.7647,0.8306,0.8033
254100,0.7647,0.8306,0.8033
254200,0.7647,0.8307,0.8033
254300,0.7647,0.8307,0.8033
254400,0.7647,0.8307,0.8034
254500,0.7647,0.8307,0.8034
254600,0.7647,0.8308,0.8034
254700,0.7647,0.8308,0.8034
254800,0.7647,0.8308,0.8034
254900,0.7648,0.8309,0.8034
255000,0.7648,0.8309,0.8034
255100,0.7648,0.8310,0.8034
255200,0.7648,0.8309,0.8034
255300,0.7648,0.8309,0.8034
255400,0.7648,0.8309,0.8034
255500,0.7648,0.8310,0.8033
255600,0.7648,0.8309,0.8033
255700,0.7648,0.8310,0.8034
255800,0.7648,0.8310,0.8035
255900,0.7648,0.8309,0.8034
256000,0.7648,0.8309,0.8035
256100,0.7648,0.8309,0.8035
256200,0.7648,0.8310,0.8034
256300,0.7648,0.8310,0.8035
256400,0.7648,0.8309,0.8035
256500,0.7648,0.8309,0.8035
256600,0.7648,0.8310,0.8035
256700,0.7648,0.8310,0.8036
256800,0.7648,0.8310,0.8036
256900,0.7648,0.8310,0.8035
257000,0.7648,0.8309,0.8035
257100,0.7648,0.8309,0.8035
257200,0.7648,0.8309,0.8036
257300,0.7648,0.8310,0.8036
257400,0.7648,0.8308,0.8037
257500,0.7648,0.8308,0.8037
257600,0.7648,0.8308,0.8037
257700,0.7648,0.8309,0.8037
257800,0.7648,0.8309,0.8037
257900,0.7648,0.8309,0.8037
258000,0.7648,0.8310,0.8037
258100,0.7648,0.8310,0.8038
258200,0.7648,0.8310,0.8038
258300,0.7648,0.8311,0.8039
258400,0.7648,0.8311,0.8039
258500,0.7648,0.8311,0.8039
258600,0.7648,0.8310,0.8039
258700,0.7648,0.8310,0.8039
258800,0.7648,0.8310,0.8038
