Step,Accuracy,Precision,Recall
9100,0.7431051532798594,0.8074468085106383,0.790625
9200,0.7431800891207477,0.8094736842105263,0.7927835051546391
9300,0.7429308676486399,0.8087774294670846,0.7930327868852459
9400,0.742367833209233,0.8097207859358841,0.7941176470588235
9500,0.7421324071150405,0.8084016393442623,0.7945619335347432
9600,0.7426309759400063,0.8081218274111676,0.7936191425722832
9700,0.7426038552726523,0.8066132264529058,0.7938856015779092
9800,0.7421691664115907,0.805940594059406,0.7956989247311828
9900,0.7426522573477427,0.8058823529411765,0.7965116279069767
10000,0.7425257474252575,0.8073929961089494,0.7950191570881227
10100,0.742995742995743,0.8067632850241546,0.7944814462416746
10200,0.7435545534751495,0.8059273422562141,0.7960339943342776
10300,0.7441995922725949,0.8064516129032258,0.795880149812734
10400,0.7439669262570907,0.8054511278195489,0.7949907235621522
10500,0.7436434625273783,0.8059701492537313,0.7955801104972375
10600,0.7441750778228469,0.8059149722735675,0.7956204379562044
10700,0.7445098588916924,0.8060384263494969,0.7965641952983725
10800,0.7444681048051106,0.8063636363636364,0.7948028673835126
10900,0.7447023208879919,0.8084532374100719,0.7962798937112489
11000,0.7450231797109353,0.8104517271922055,0.7977332170880558
11100,0.7455184217638051,0.8094820017559262,0.7989601386481803
11200,0.7454691545397732,0.8097731239092496,0.7979363714531384
11300,0.7459516856915317,0.810880829015544,0.7977909940526763
11400,0.7461626173142707,0.8113207547169812,0.7983122362869198
11500,0.7466307277628033,0.810374149659864,0.7981574539363484
11600,0.7463149728471683,0.810126582278481,0.7973421926910299
11700,0.7464319288949662,0.8096828046744574,0.7983539094650206
11800,0.7464621642233709,0.8089700996677741,0.7990155865463495
11900,0.7468279976472565,0.8082304526748971,0.8003259983700082
12000,0.7467711024081326,0.8076923076923077,0.8004866180048662
12100,0.7464672341128832,0.8084074373484236,0.8019246190858059
12200,0.7473157937873944,0.8085277554304103,0.8027156549520766
12300,0.7473376148280627,0.8086469175340272,0.8028616852146264
12400,0.7476009999193614,0.8077839555202542,0.8020504731861199
12500,0.7477801775857932,0.8080568720379147,0.8029827315541601
12600,0.7481945877311325,0.8094117647058824,0.8018648018648019
12700,0.7481300684985435,0.8094867807153966,0.8032407407407407
12800,0.7486133895789392,0.8093023255813954,0.8036951501154734
12900,0.7491667312611425,0.810477657935285,0.8048967100229534
13000,0.7489423890469964,0.8105423987776929,0.8062310030395137
13100,0.749255782001374,0.8095238095238095,0.8070836473247928
13200,0.749261419589425,0.8093093093093093,0.8074906367041198
13300,0.7494173370423276,0.8094170403587444,0.8076062639821029
13400,0.7494963062458025,0.809488510007413,0.8076923076923077
13500,0.7496481742093178,0.8103321033210332,0.8073529411764706
13600,0.7498713329902214,0.8080586080586081,0.8080586080586081
13700,0.7500182468432961,0.8087272727272727,0.8075526506899056
13800,0.7501630316643721,0.8084179970972424,0.8054953000723066
13900,0.7505215452125746,0.8079136690647482,0.8055954088952654
14000,0.7505178201557031,0.8081312410841655,0.8046875
14100,0.7510105666264804,0.8088130774697939,0.8042402826855124
14200,0.7513555383423702,0.8101623147494708,0.8050490883590463
14300,0.7516257604363331,0.8096571028691393,0.8040305767894371
14400,0.7513367127282827,0.808066759388039,0.8041522491349481
14500,0.7515343769395214,0.8081435472739821,0.8048109965635739
14600,0.7516608451475927,0.8087731322823852,0.8043626448534424
14700,0.7509693218148425,0.8074829931972789,0.80420054200542
14800,0.7510978987906223,0.8082655826558266,0.8039083557951483
14900,0.7512918596067378,0.8072531900604433,0.8045515394912985
15000,0.7512165855609626,0.8054630246502332,0.8043912175648703
15100,0.751340970796636,0.804635761589404,0.804635761589404
15200,0.7514637194921386,0.804333552199606,0.8053911900065747
15300,0.7517809293510228,0.8048461034708579,0.8053735255570118
15400,0.7518342964742549,0.8049414824447334,0.8059895833333334
15500,0.7518224630668989,0.8052869116698904,0.8063266623628147
15600,0.7521953720915326,0.8056446440025657,0.8051282051282052
15700,0.7525635309852876,0.8044444444444444,0.8064926798217695
15800,0.75254730713246,0.8042929292929293,0.8068397720075997
15900,0.7524683982139488,0.8037617554858935,0.8073047858942065
16000,0.7526404599712518,0.8044971892567145,0.8075235109717869
16100,0.7520650891248991,0.8034825870646766,0.8059887710542732
16200,0.7519288932781927,0.8034610630407911,0.8064516129032258
16300,0.7519784062327465,0.8043076923076923,0.8052988293284042
16400,0.7522712029754284,0.8041615667074663,0.8061349693251534
16500,0.7524392461062965,0.8042682926829269,0.805742211362248
16600,0.752665502078188,0.8044794188861986,0.8064320388349514
16700,0.752948925214059,0.8050694025347013,0.8060422960725075
16800,0.7528718528659009,0.8051713770294648,0.8046875
16900,0.7533282054316313,0.8059880239520958,0.8050239234449761
17000,0.7536027292512205,0.8060859188544153,0.8056052474657126
17100,0.7539325185661657,0.8071216617210683,0.8052101835405565
17200,0.75385152026045,0.806224310041104,0.8048065650644783
17300,0.7536558580428877,0.8061879743140689,0.8047785547785548
17400,0.753749784495144,0.8045375218150087,0.8050058207217695
17500,0.7534426604194046,0.8049768518518519,0.805909617612978
17600,0.7534231009601727,0.8056516724336793,0.8056516724336793
17700,0.7534037624992939,0.8053960964408725,0.8058587018954624
17800,0.7532722880737037,0.8051428571428572,0.805603201829617
17900,0.7534215965588514,0.803409090909091,0.8052391799544419
18000,0.7533470362757625,0.8027210884353742,0.8054607508532423
18100,0.7534390365173195,0.8024830699774267,0.8056657223796034
18200,0.7536399098950607,0.802019068984857,0.8060879368658399
18300,0.7534014534724879,0.8022222222222222,0.8058035714285714
18400,0.7533829683169393,0.8015478164731896,0.8060033351862146
18500,0.7532565807253662,0.8022038567493113,0.8048645660585959
18600,0.7529702704155691,0.8015308911973756,0.805937328202309
18700,0.7532217528474413,0.800978792822186,0.80623973727422
18800,0.7532578054358811,0.8012958963282938,0.8065217391304348
18900,0.752605682239035,0.8,0.805630752571738
19000,0.7529077416978054,0.8001068947087119,0.806573275862069
19100,0.7530495785560966,0.8,0.8060021436227224
19200,0.7533461798864642,0.7991520932697403,0.805125467164976
19300,0.7530697891300969,0.7983149025803055,0.8059542796384902
19400,0.7530539662903974,0.7989556135770235,0.8065366367949394
19500,0.7531408645710477,0.7982365145228216,0.8070267435762979
19600,0.7529207693485026,0.7980422462648119,0.8071912454403335
19700,0.7527536673265316,0.7980522808815992,0.8075726141078838
19800,0.7529922731175193,0.7975522692503825,0.8074341765616934
19900,0.7531782322496356,0.7982767359351242,0.8085215605749486
20000,0.7535623218839058,0.7984848484848485,0.808695652173913
20100,0.7535943485398736,0.7977867203219315,0.8071246819338422
20200,0.7537250631156873,0.7975,0.8075949367088607
20300,0.7537559726121866,0.7976071784646062,0.8076728924785462
20400,0.7536395274741434,0.797914597815293,0.8071320944249121
20500,0.7530852153553486,0.7967359050445104,0.8063063063063063
20600,0.7531673219746614,0.7978410206084396,0.8069478908188585
20700,0.7532003284865465,0.7967757694186615,0.8066271018793274
20800,0.7534253160905726,0.7975728155339806,0.8073710073710074
20900,0.753791684608392,0.7978723404255319,0.8068459657701712
21000,0.753916480167611,0.7986512524084779,0.8068126520681265
21100,0.7539453106487845,0.799137104506232,0.8072639225181598
21200,0.7540682043299844,0.7991412213740458,0.8076181292189006
21300,0.7543777287451293,0.7993342843556823,0.8070091214594335
21400,0.7544507266015607,0.7984862819299905,0.8076555023923445
21500,0.7540579507929863,0.7982126058325494,0.80732635585157
21600,0.7540854590065275,0.7990632318501171,0.8070009460737938
21700,0.753697986267914,0.7978574755472753,0.8076379066478077
21800,0.7536810238062475,0.797215777262181,0.8077103902209685
21900,0.7538925163234556,0.7976905311778291,0.8077642656688494
22000,0.7537839189127767,0.7980680772769089,0.8066015806601581
22100,0.7537667978824487,0.7974335472043996,0.8059286706808708
22200,0.7542002612494932,0.7980813156692553,0.8058118081180812
22300,0.7541814268418456,0.7990909090909091,0.8064220183486238
22400,0.7543859649122807,0.798463624039765,0.8068493150684931
22500,0.7543664726012177,0.7983798379837984,0.8070973612374887
22600,0.7543913986106809,0.7995525727069351,0.8067720090293454
22700,0.7544601559402669,0.7994652406417112,0.8070175438596491
22800,0.7547475987895268,0.7989347536617842,0.8068130883012102
22900,0.7547268678223659,0.7988505747126436,0.8063364569388666
23000,0.7546628407460545,0.7992957746478874,0.8060363959165557
23100,0.7543396389766677,0.7984224364592463,0.8058381247235736
23200,0.7542778328520322,0.7979048450458315,0.8059964726631393
23300,0.7546886399725333,0.7979973878972573,0.8060686015831134
23400,0.7550104696380496,0.7981770833333334,0.8062253397632617
23500,0.7550317007786903,0.7973206568712187,0.8056768558951966
23600,0.7547561544002372,0.7977576541612764,0.805398345668263
23700,0.7544407408970085,0.7981140162880411,0.8053633217993079
23800,0.7545901432712911,0.7987206823027718,0.8059380378657487
23900,0.7544454206936948,0.7990654205607477,0.8055674518201285
24000,0.7544685638098413,0.7997459779847587,0.8052003410059676
24100,0.7544915148749014,0.7997470489038786,0.8055201698513801
24200,0.7544316350564026,0.7994125052454889,0.8054968287526427
24300,0.754413398625571,0.8001668752607426,0.8062211013030686
24400,0.7543133478136141,0.8,0.8063571727310749
24500,0.7542957430308967,0.8000827814569537,0.8067612687813022
24600,0.7541969838624446,0.8002466091245376,0.8068794032324906
24700,0.7544228978583863,0.8008179959100205,0.8067573135558302
24800,0.7544857062215233,0.8012244897959183,0.8071546052631579
24900,0.7545078510903177,0.8013002844372207,0.8075348075348076
25000,0.7543298268069277,0.8016997167138811,0.8069246435845214
25100,0.7543524162383969,0.8020120724346076,0.8072093965168085
25200,0.7545732312209833,0.8016826923076923,0.8071803146430012
25300,0.7545156317932098,0.8028673835125448,0.8083400160384924
25400,0.7543403802999882,0.8022979397781299,0.8090291650019976
25500,0.7542841457197756,0.8028391167192429,0.8088994835121176
25600,0.7541892894808796,0.8025902668759811,0.8086200079082642
25700,0.7542508073615812,0.8025801407349492,0.8085860575029539
25800,0.7546606720669742,0.8024115130299494,0.8090196078431372
25900,0.7544882436971545,0.8021680216802168,0.8090589613432253
26000,0.7544709818853121,0.802159660624759,0.8087091757387247
26100,0.7545687904677981,0.8020713463751439,0.8095238095238095
26200,0.7547421854127705,0.8016813144822316,0.81003861003861
26300,0.754724154975096,0.8012162675788673,0.8098348059930849
26400,0.7548577705389947,0.8007575757575758,0.8099616858237548
26500,0.7549149088713634,0.8002261590652092,0.8103053435114503
26600,0.755084395323484,0.800524934383202,0.8108621344473984
26700,0.755252612261713,0.800373831775701,0.8109848484848485
26800,0.7553076377747099,0.8008931894305917,0.8114630467571644
26900,0.7553250808520129,0.8008898776418243,0.8114199849737039
27000,0.7554535017221584,0.8016254155892132,0.8115183246073299
27100,0.7554702778495258,0.80066200809121,0.8117076808351976
27200,0.7554134039189736,0.8004393994873673,0.812035661218425
27300,0.7553935753269111,0.8004385964912281,0.8123145400593472
27400,0.7553009014269553,0.8005822416302766,0.8130081300813008
27500,0.7553907130649794,0.8011590003621876,0.8132352941176471
27600,0.755262490489475,0.8007939372067846,0.8131183583730304
27700,0.7551712934551099,0.8000719165767709,0.8129338691998539
27800,0.7551886622783354,0.7996422182468694,0.813022917424518
27900,0.7552059065983298,0.80049786628734,0.8141048824593128
28000,0.7551873147387593,0.800353982300885,0.8144812680115274
28100,0.7549553396676275,0.7994350282485876,0.813803019410496
28200,0.7550441473706606,0.7996478873239437,0.8131041890440387
28300,0.7549909897176779,0.8,0.8133903133903134
28400,0.7550086264568149,0.800069905627403,0.8131438721136768
28500,0.7551313988982843,0.800417972831766,0.8134513274336284
28600,0.7552183490087759,0.7997223186393614,0.8132721496646664
28700,0.7549562733005819,0.7994467496542186,0.8135116115411682
28800,0.7547654595326552,0.7995177402686876,0.8132445690259286
28900,0.7549219750181655,0.7996569468267581,0.8138966480446927
29000,0.7549394848453501,0.7988387978142076,0.8144150417827298
29100,0.7548537850932958,0.7984337759618658,0.8148019457956914
29200,0.7548029177082977,0.7989830508474576,0.8155709342560553
29300,0.754888911641241,0.7993243243243243,0.8152997932460372
29400,0.7548382708071154,0.7993265993265993,0.8138498457319163
29500,0.754787973289041,0.7990591397849462,0.8135477249401301
29600,0.754873146177494,0.7987273945077026,0.8137154554759468
29700,0.7550250833305276,0.7987987987987988,0.8142857142857143
29800,0.7553102244891111,0.7991353508480212,0.8143002372077262
29900,0.7552924651349453,0.7992047713717694,0.8143146522619852
30000,0.7553748208393054,0.7993399339933993,0.8146653212243525
30100,0.7552905219095711,0.7989470220467259,0.8134003350083752
30200,0.755074335286911,0.799016393442623,0.8136894824707847
30300,0.7550245866473053,0.7992796332678455,0.8133955348217261
30400,0.7551396335646854,0.7996742671009772,0.814262023217247
30500,0.7553522835316875,0.7992854822994478,0.8140919616275223
30600,0.7551060422861998,0.7987055016181229,0.8137157929442795
30700,0.7554151330575551,0.7990322580645162,0.8139993427538613
30800,0.7554949514626148,0.7992277992277992,0.8138925294888598
30900,0.7555742532604123,0.7998078155028827,0.8138852672750978
31000,0.7556207864262443,0.8001918158567775,0.8139837398373984
31100,0.7556348670460757,0.7999361837906829,0.8136968516715353
31200,0.7557770584276144,0.7998727330575883,0.8133290197347137
31300,0.7556947062394173,0.8004441624365483,0.8133462282398453
31400,0.7559631858857998,0.8003796267004113,0.8135048231511254
31500,0.7559760007618805,0.8003149606299212,0.813640730067243
31600,0.7560836682383469,0.8004392845936618,0.8137161084529505
31700,0.7561906564461689,0.8007507037847983,0.813731722822632
31800,0.7560454073771266,0.8000623830318153,0.813769035532995
31900,0.756057803830601,0.7996884735202492,0.8131137155527399
32000,0.7562888659729383,0.7995034140285537,0.8128747238876617
32100,0.7562692751004642,0.7990105132962276,0.8128342245989305
32200,0.7561566410981025,0.7988912842623961,0.8131661442006269
32300,0.7559518281167765,0.7987711213517665,0.8122461730709153
32400,0.7556248263942471,0.7982241273729332,0.8126558603491272
32500,0.7557305929048337,0.7984756097560975,0.8128491620111732
32600,0.7557743627496089,0.799149194773625,0.8129829984544049
32700,0.7559096052108498,0.7992733878292462,0.8130582075762242
32800,0.7558915886710771,0.7989130434782609,0.8134030126037504
32900,0.7558736816510137,0.7987345586019885,0.8121936274509803
33000,0.756007393715342,0.7984984984984985,0.8126528117359413
33100,0.755868402767288,0.7980251346499102,0.8128619323377019
33200,0.7560013252612873,0.7980912615568148,0.8126328575766778
33300,0.7559532746764361,0.798631766805473,0.8124054462934948
33400,0.7559953294811532,0.7985163204747775,0.8125
33500,0.7560968329303603,0.798281990521327,0.8122362869198312
33600,0.7562274932293682,0.7984061393152302,0.8128004807692307
33700,0.7560606510192576,0.7978817299205648,0.8129496402877698
33800,0.7560723055530901,0.7980656506447831,0.8133213859020311
33900,0.7561133889855757,0.7987145778556821,0.8132064247471743
34000,0.7563601070556748,0.798951048951049,0.8136498516320475
34100,0.7563121316090438,0.7986635676932017,0.8137951450562463
34200,0.7564983480015204,0.7990153489719085,0.8133844339622641
34300,0.7566543249467945,0.7987312572087658,0.8137485311398355
34400,0.7568093950757245,0.799136690647482,0.8138921453692849
34500,0.7566447349352192,0.7991956334386671,0.8136882129277566
34600,0.7567411346492876,0.7994261119081779,0.8129559381383133
34700,0.7567505259214432,0.799084144247281,0.8130460104834013
34800,0.7567598632223212,0.7990294033685412,0.8131900058105752
34900,0.7569124093865506,0.7989749430523918,0.8135691504783995
35000,0.7568355189851719,0.7989778534923339,0.813529921942758
35100,0.7568730235605823,0.7988668555240793,0.8136180034622043
35200,0.7568534984801568,0.7985327313769752,0.813920046016681
35300,0.7568057562108722,0.7983666572796395,0.8134863701578192
35400,0.7568147792435242,0.7982579376229277,0.8133409676495849
35500,0.7568800878848483,0.7984322508398656,0.8134626354820308
35600,0.756945029633999,0.7982676725342275,0.8132650156561344
35700,0.7551048990224364,0.7982676725342275,0.8114172110195967
35800,0.753386776905673,0.7980446927374302,0.8093484419263456
35900,0.7517339349878833,0.7980446927374302,0.8061512415349887
36000,0.7500902752701314,0.7980446927374302,0.8041092034900085
36100,0.7487050220215506,0.797768479776848,0.8022440392706872
36200,0.7477417750890859,0.7948504983388704,0.8012838403572425
36300,0.7473347841657254,0.7926191131919581,0.8014480646059593
36400,0.7459135738029175,0.7876637554585153,0.8014440433212996
36500,0.745020684364812,0.7867607162235486,0.8017694221730716
36600,0.7436955274446053,0.7851551956815115,0.8013774104683196
36700,0.7424593335331462,0.7836603063692555,0.8013190436933223
36800,0.7412298578842966,0.7813169164882227,0.8008230452674897
36900,0.7402509417088968,0.7792553191489362,0.8012031719989062
37000,0.7388719223804762,0.7768966428760243,0.8008174386920981
37100,0.7378776852375947,0.7760252365930599,0.8013029315960912
37200,0.7367543883228945,0.7742356937548994,0.8016774891774892
37300,0.7358515857483714,0.7715472481827622,0.8017264634475317
37400,0.7350338226250634,0.7693298969072165,0.8022037086804622
37500,0.7342204207887789,0.7671022290545734,0.8024658268560707
37600,0.7335975107045025,0.7650356778797146,0.8024592354985298
37700,0.7327126601416408,0.7633645806941981,0.8028244071409539
37800,0.7319912171635671,0.7614840989399293,0.8028206492815327
37900,0.7312735811720007,0.7600502512562815,0.80323951141795
38000,0.7305860372095471,0.7575530586766542,0.8037086092715232
38100,0.7300333324584657,0.7562795324546133,0.8040719196192491
38200,0.7293002800973797,0.7548291233283804,0.8037974683544303
38300,0.728414401712749,0.7531473710195014,0.8018396846254928
38400,0.7280018749511732,0.7521493490542864,0.8022006811632172
38500,0.7275395444274174,0.7500610798924994,0.8024046001045478
38600,0.7269759850781068,0.7489671931956258,0.8028132326126596
38700,0.7263119816025426,0.7477629987908102,0.8031168831168831
38800,0.7256514007370944,0.7465060240963856,0.8034232365145229
38900,0.7248913909668132,0.7449004079673626,0.803728638011393
39000,0.7241352785826004,0.7423591212989494,0.803359173126615
39100,0.7235364824429042,0.7408993576017131,0.8021638330757341
39200,0.7228897222009643,0.738883632923368,0.802672147995889
39300,0.7223989211470446,0.7376237623762376,0.8023076923076923
39400,0.7220628918047766,0.7374499175111949,0.7998466257668712
39500,0.721475405685932,0.7373618622149071,0.7985739750445633
39600,0.7208151309310371,0.735252808988764,0.797613001523616
39700,0.7202589355431853,0.7350327408793265,0.7956962025316455
39800,0.7195547850556518,0.7338766006984866,0.795959595959596
39900,0.7187037918849152,0.7334260547056096,0.7959748427672956
40000,0.7179570510737232,0.732902033271719,0.7957852483692925
40100,0.7169896012568265,0.7333948339483395,0.7955966975231423
40200,0.7162757145344644,0.733670653173873,0.7961068130771151
40300,0.7158383166670802,0.7340523175768702,0.7963654468508837
40400,0.7152793247691889,0.7342497136311569,0.7962732919254658
40500,0.7146737117602034,0.7346892138939671,0.7965807730426164
40600,0.7140957119282776,0.7352003642987249,0.7968904244817374
40700,0.7134959828996831,0.7352272727272727,0.7971907343518975
40800,0.7130707580696551,0.7355878347707672,0.7974901574803149
40900,0.7124520182880614,0.7360796740606609,0.7974497302599314
41000,0.7119094656227897,0.7358916478555305,0.797260943996087
41100,0.7114912045935622,0.7364986498649865,0.797320341047503
41200,0.7110264313972962,0.736865738661877,0.7975698663426488
41300,0.7105154838865887,0.7368892873151053,0.7976710334788938
41400,0.7098379266201299,0.7369832402234637,0.7970033832769454
41500,0.7093804968554974,0.736795186093158,0.7972027972027972
41600,0.7089733419869715,0.7371466726018251,0.797303803562831
41700,0.7084961991319153,0.7370756600843132,0.7974075852136342
41800,0.7079495705844358,0.7373893805309735,0.7977501196744854
41900,0.7073816854013031,0.7373180414644905,0.7978520286396181
42000,0.7069593581105211,0.7371202113606341,0.797902764537655
42100,0.7065865418873661,0.7373626373626374,0.7980494766888677
42200,0.7061207080400939,0.7375466315558481,0.7981477083828069
42300,0.7058698375924919,0.7375684556407448,0.7982456140350878
42400,0.7054550600221693,0.7378088781981194,0.7982020345398628
42500,0.705206936307381,0.7381263616557734,0.7988681914642773
42600,0.7051477664843548,0.7381004129537058,0.7992468816192045
42700,0.7048781058991592,0.738177874186551,0.7992015030530766
42800,0.7046097053807154,0.7385281385281385,0.7994376757263355
42900,0.704295937157642,0.7389237086665226,0.799579045837231
43000,0.704216181019046,0.7388768898488121,0.7996727442730248
43100,0.7038815804737709,0.7392148403796376,0.7993935152787497
43200,0.7037800050924747,0.7390369733447979,0.7995348837209302
43300,0.7036096164060877,0.7390092215312031,0.7999071494893222
43400,0.7030943987465726,0.7384878989076891,0.799443542777649
43500,0.7028574055768833,0.7383397518185708,0.7990275526742301
43600,0.7024380174766633,0.738619363111776,0.7988904299583911
43700,0.7020891970435459,0.7381663113006397,0.7986159169550173
43800,0.7020159357092304,0.7381408211018932,0.7986191024165707
43900,0.7016013302658254,0.7385856869823741,0.7984389348025712
44000,0.7014613304243086,0.7387616624257846,0.7987161852361302
44100,0.7011178884832544,0.7390016920473773,0.7982636509024446
44200,0.7009117440781882,0.739332488381918,0.798175598631699
44300,0.7006388117649714,0.7395152792413067,0.7982256596906279
44400,0.7005698069863291,0.7398066414459857,0.7987292943045156
44500,0.7002089840677738,0.7399244332493703,0.7987763426240653
44600,0.7000739893724356,0.7401508801341157,0.7990950226244344
44700,0.699961969530883,0.7403222431471019,0.798645598194131
44800,0.6999620544184282,0.7403846153846154,0.7982871309443318
44900,0.7000512238034787,0.7406015037593985,0.7981093855503039
45000,0.7000733317037399,0.7407793290268806,0.7985175202156334
45100,0.7001618589388262,0.7408023279983371,0.7983870967741935
45200,0.7000287604256543,0.7408713692946058,0.7983456293315448
45300,0.6998741749630251,0.7412008281573499,0.7983942908117752
45400,0.6999845818374044,0.7412616339193382,0.7985739750445633
45500,0.6999626381837761,0.7412832680008252,0.7986219159813291
45600,0.6999407907721322,0.7416238437821172,0.7987602390967457
45700,0.700028445767051,0.7414004914004914,0.7993377483443709
45800,0.7000065500753259,0.7410130718954249,0.7994711326575584
45900,0.6998104616457158,0.7406427990235964,0.7996925104326817
46000,0.6997456577030934,0.7405526208858187,0.799692847740237
46100,0.6997462094097742,0.7407782732063235,0.8001313485113836
46200,0.6999415597064998,0.7409955483609875,0.8002622377622378
46300,0.6998552947020583,0.7411740972362316,0.8006101547178034
46400,0.7000711191569147,0.741337630942788,0.8003479773814702
46500,0.700113976043526,0.7415075376884422,0.8003905402473421
46600,0.7000493551640523,0.7413654618473896,0.7998266897746967
46700,0.6999207725744631,0.741386217948718,0.800043233895374
46800,0.7001346125082797,0.7416067146282974,0.8004745470232959
46900,0.7001769685081342,0.7417231751096929,0.8004735256134309
47000,0.7004531818471947,0.7418840868352917,0.800386764073915
47100,0.7005159126133204,0.7420508744038156,0.8006003430531733
47200,0.7005360055931018,0.7417113361127655,0.8003427592116538
